condition,axis,signed_mag,protocol,nds,map6,mATE,mASE,mAOE,mAVE,mAAE,nds_10class,map_10class,rrs
CR,roll,-8,CAM_BACK_LEFT,0.4692,0.4085,0.6427,0.1438,0.4147,2.5884,0.1489,0.2982,0.2451,0.9577
CR,roll,-8,CAM_BACK_RIGHT,0.4825,0.4254,0.6084,0.1449,0.4011,2.4532,0.1475,0.3063,0.2553,0.9848
CR,roll,-4,all,0.3942,0.2857,0.7492,0.1540,0.4363,2.4441,0.1471,0.2531,0.1714,0.8045
CR,roll,-4,CAM_FRONT,0.4722,0.4154,0.6214,0.1471,0.4322,2.5425,0.1547,0.2998,0.2493,0.9637
CR,roll,-4,CAM_FRONT_RIGHT,0.4804,0.4235,0.6270,0.1454,0.4007,2.4120,0.1404,0.3051,0.2541,0.9804
CR,roll,-4,CAM_FRONT_LEFT,0.4804,0.4215,0.6185,0.1444,0.3925,2.4323,0.1480,0.3051,0.2529,0.9805
CR,roll,-4,CAM_BACK,0.4499,0.3694,0.6554,0.1500,0.3882,2.2670,0.1543,0.2867,0.2217,0.9183
CR,roll,-4,CAM_BACK_LEFT,0.4751,0.4167,0.6356,0.1431,0.4092,2.5323,0.1445,0.3018,0.2500,0.9697
CR,roll,-4,CAM_BACK_RIGHT,0.4854,0.4298,0.6003,0.1441,0.4015,2.4219,0.1493,0.3080,0.2579,0.9906
CR,roll,4,all,0.4015,0.2918,0.7436,0.1494,0.3772,2.4518,0.1736,0.2575,0.1751,0.8195
CR,roll,4,CAM_FRONT,0.4669,0.4029,0.6360,0.1463,0.4018,2.4687,0.1610,0.2967,0.2417,0.9530
CR,roll,4,CAM_FRONT_RIGHT,0.4850,0.4319,0.6155,0.1452,0.4028,2.4153,0.1455,0.3078,0.2591,0.9899
CR,roll,4,CAM_FRONT_LEFT,0.4762,0.4179,0.6290,0.1441,0.4074,2.5382,0.1464,0.3025,0.2507,0.9720
CR,roll,4,CAM_BACK,0.4556,0.3738,0.6613,0.1486,0.3565,2.2034,0.1464,0.2905,0.2243,0.9299
CR,roll,4,CAM_BACK_LEFT,0.4790,0.4232,0.6221,0.1445,0.4025,2.4981,0.1565,0.3041,0.2539,0.9777
CR,roll,4,CAM_BACK_RIGHT,0.4843,0.4302,0.6117,0.1431,0.3993,2.4923,0.1543,0.3073,0.2581,0.9884
CR,roll,8,all,0.3418,0.2101,0.8202,0.1565,0.4917,2.6388,0.1643,0.2210,0.1260,0.6975
CR,roll,8,CAM_FRONT,0.4554,0.3829,0.6434,0.1479,0.4164,2.4754,0.1531,0.2898,0.2298,0.9294
CR,roll,8,CAM_FRONT_RIGHT,0.4834,0.4281,0.6178,0.1456,0.4004,2.3919,0.1429,0.3069,0.2568,0.9865
CR,roll,8,CAM_FRONT_LEFT,0.4725,0.4200,0.6310,0.1451,0.4500,2.6455,0.1489,0.2999,0.2520,0.9643
CR,roll,8,CAM_BACK,0.4370,0.3426,0.6580,0.1526,0.3767,2.1982,0.1555,0.2790,0.2055,0.8919
CR,roll,8,CAM_BACK_LEFT,0.4718,0.4128,0.6308,0.1411,0.4190,2.5700,0.1548,0.2996,0.2477,0.9629
CR,roll,8,CAM_BACK_RIGHT,0.4793,0.4223,0.6202,0.1437,0.4031,2.5097,0.1518,0.3043,0.2534,0.9782
CR,roll,12,all,0.3018,0.1532,0.8734,0.1652,0.5268,2.6050,0.1824,0.1965,0.0919,0.6160
CR,roll,12,CAM_FRONT,0.4515,0.3763,0.6335,0.1478,0.4221,2.4722,0.1632,0.2873,0.2258,0.9215
CR,roll,12,CAM_FRONT_RIGHT,0.4831,0.4264,0.6130,0.1453,0.4005,2.4187,0.1421,0.3067,0.2558,0.9860
CR,roll,12,CAM_FRONT_LEFT,0.4690,0.4114,0.6282,0.1453,0.4466,2.6619,0.1466,0.2979,0.2468,0.9573
CR,roll,12,CAM_BACK,0.4316,0.3313,0.6515,0.1537,0.3744,2.1689,0.1609,0.2757,0.1988,0.8808
CR,roll,12,CAM_BACK_LEFT,0.4647,0.4025,0.6380,0.1420,0.4310,2.6061,0.1543,0.2953,0.2415,0.9485
CR,roll,12,CAM_BACK_RIGHT,0.4773,0.4178,0.6253,0.1445,0.4067,2.4292,0.1395,0.3032,0.2507,0.9741
CR,roll,16,all,0.2730,0.1277,0.9640,0.1940,0.5665,2.6386,0.1844,0.1789,0.0766,0.5571
CR,roll,16,CAM_FRONT,0.4509,0.3759,0.6345,0.1497,0.4249,2.4576,0.1614,0.2870,0.2256,0.9203
CR,roll,16,CAM_FRONT_RIGHT,0.4819,0.4247,0.6161,0.1450,0.3999,2.3801,0.1435,0.3060,0.2548,0.9835
CR,roll,16,CAM_FRONT_LEFT,0.4628,0.4032,0.6315,0.1441,0.4575,2.7576,0.1550,0.2940,0.2419,0.9445
CR,roll,16,CAM_BACK,0.4242,0.3233,0.6670,0.1561,0.3876,2.1775,0.1634,0.2712,0.1940,0.8658
CR,roll,16,CAM_BACK_LEFT,0.4614,0.3993,0.6426,0.1452,0.4404,2.6281,0.1540,0.2933,0.2396,0.9417
CR,roll,16,CAM_BACK_RIGHT,0.4767,0.4158,0.6294,0.1451,0.4089,2.4127,0.1288,0.3030,0.2495,0.9729
CR,roll,20,all,0.2446,0.0990,1.0268,0.2337,0.6081,2.7075,0.2070,0.1613,0.0594,0.4993
CR,roll,20,CAM_FRONT,0.4478,0.3709,0.6338,0.1503,0.4247,2.4403,0.1680,0.2850,0.2226,0.9139
CR,roll,20,CAM_FRONT_RIGHT,0.4800,0.4208,0.6132,0.1455,0.3992,2.3678,0.1461,0.3048,0.2525,0.9796
CR,roll,20,CAM_FRONT_LEFT,0.4614,0.4032,0.6376,0.1449,0.4620,2.7866,0.1576,0.2930,0.2419,0.9416
CR,roll,20,CAM_BACK,0.4258,0.3223,0.6533,0.1571,0.3912,2.2000,0.1522,0.2723,0.1934,0.8690
CR,roll,20,CAM_BACK_LEFT,0.4565,0.3913,0.6370,0.1437,0.4468,2.7074,0.1642,0.2901,0.2348,0.9316
CR,roll,20,CAM_BACK_RIGHT,0.4716,0.4104,0.6441,0.1461,0.4139,2.4367,0.1318,0.2999,0.2463,0.9626
